,course_id,course_name
891,892,Software Engineering 892
892,893,Data Structures 893
893,894,Software Engineering 894
894,895,AI Fundamentals 895
895,896,AI Fundamentals 896
896,897,Data Structures 897
897,898,Software Engineering 898
898,899,AI Fundamentals 899
899,900,Advanced Databases
900,901,Data Structures 901
901,902,Advanced Databases
902,903,Advanced Databases
903,904,AI Fundamentals 904
904,905,Advanced Databases
905,906,Intro to Python 906
906,907,AI Fundamentals 907
907,908,Data Structures 908
908,909,Intro to Python 909
909,910,Data Structures 910
910,911,Advanced Databases
911,912,Intro to Python 912
912,913,AI Fundamentals 913
913,914,Software Engineering 914
914,915,AI Fundamentals 915
915,916,Data Structures 916
916,917,Advanced Databases
917,918,Data Structures 918
918,919,Data Structures 919
919,920,Data Structures 920
920,921,Intro to Python 921
921,922,Software Engineering 922
922,923,Data Structures 923
923,924,AI Fundamentals 924
924,925,Data Structures 925
925,926,AI Fundamentals 926
926,927,AI Fundamentals 927
927,928,Intro to Python 928
928,929,Intro to Python 929
929,930,AI Fundamentals 930
930,931,Data Structures 931
931,932,Advanced Databases
932,933,Intro to Python 933
933,934,Advanced Databases
934,935,Advanced Databases
935,936,Data Structures 936
936,937,Software Engineering 937
937,938,Advanced Databases
938,939,Data Structures 939
939,940,AI Fundamentals 940
940,941,Data Structures 941
941,942,Software Engineering 942
942,943,Software Engineering 943
943,944,Intro to Python 944
944,945,Data Structures 945
945,946,Software Engineering 946
946,947,Data Structures 947
947,948,Advanced Databases
948,949,Data Structures 949
949,950,Data Structures 950
950,951,Advanced Databases
951,952,AI Fundamentals 952
952,953,Data Structures 953
953,954,AI Fundamentals 954
954,955,Advanced Databases
955,956,Advanced Databases
956,957,Intro to Python 957
957,958,Data Structures 958
958,959,Intro to Python 959
959,960,Software Engineering 960
960,961,Intro to Python 961
961,962,Software Engineering 962
962,963,Advanced Databases
963,964,Intro to Python 964
964,965,Data Structures 965
965,966,Advanced Databases
966,967,Intro to Python 967
967,968,AI Fundamentals 968
968,969,Intro to Python 969
969,970,Data Structures 970
970,971,AI Fundamentals 971
971,972,Advanced Databases
972,973,Advanced Databases
973,974,Advanced Databases
974,975,Data Structures 975
975,976,Advanced Databases
976,977,Software Engineering 977
977,978,Advanced Databases
978,979,Software Engineering 979
979,980,Advanced Databases
980,981,Advanced Databases
981,982,AI Fundamentals 982
982,983,Advanced Databases
983,984,Intro to Python 984
984,985,AI Fundamentals 985
985,986,AI Fundamentals 986
986,987,AI Fundamentals 987
987,988,Data Structures 988
988,989,Data Structures 989
989,990,Advanced Databases
990,991,Software Engineering 991
991,992,Advanced Databases
992,993,Software Engineering 993
993,994,Software Engineering 994
994,995,Intro to Python 995
995,996,AI Fundamentals 996
996,997,Intro to Python 997
997,998,Advanced Databases
998,999,Advanced Databases
999,1000,AI Fundamentals 1000
